County,Cumulative Deaths by End of Month,New Deaths During Month,Cumulative Confirmed Cases by End of Month,New Confirmed Cases During Month,Month,Year,Latitude,Longitude,Median Income,Income per Capita,Number of Poeple in Poverty,Median Age,Total Population,Total White Population,Total Black Population,Total American Indian Population,Total Asian Poulation,Total Population Identifying as 2+ Races,Total Hispanic Population,Total Pop Using Public Transit,Land Area (mi^2),Population Density (persons/mi^2),New Cases/ 100k People,New Deaths/ 100k People
Placer,435,54,40367,2698,Oct,2021,39.06,-120.72,93677.0,46023.0,27745.0,42.2,391799.0,314938.0,6310.0,2204.0,31938.0,24914.0,55932.0,1830.0,1407,278.4641080312722,688.6183987197517,13.782577290906815
Plumas,7,1,1752,429,Oct,2021,40,-120.84,57233.0,34334.0,2310.0,51.9,18844.0,16679.0,279.0,350.0,232.0,941.0,1749.0,60.0,2553,7.381120250685468,2276.5867119507534,5.306728932286139
Riverside,5104,209,375498,12435,Oct,2021,33.74,-115.99,70732.0,29913.0,300424.0,35.8,2437864.0,1358654.0,157908.0,18852.0,164464.0,190963.0,1204521.0,10987.0,7206,338.31029697474327,510.077674554446,8.573078727935602
Sacramento,2333,234,162447,8608,Oct,2021,38.45,-121.34,70684.0,34078.0,210174.0,36.4,1537948.0,839349.0,148884.0,9505.0,256464.0,140768.0,360204.0,15579.0,965,1593.7284974093263,559.7068301399007,15.215078793301203
San Benito,75,6,7571,372,Oct,2021,36.6,-121.07,85808.0,33841.0,5709.0,35.7,61547.0,45157.0,523.0,527.0,1745.0,7315.0,37015.0,171.0,1389,44.31029517638589,604.416137260955,9.748647375176693
San Bernardino,5810,270,362731,10865,Oct,2021,34.84,-116.18,65761.0,26402.0,315656.0,33.6,2162532.0,1212480.0,176523.0,18369.0,159917.0,202057.0,1163038.0,11534.0,20057,107.8193149523857,502.4203110058025,12.48536437842307
San Diego,4218,140,393068,15792,Oct,2021,33.03,-116.74,82426.0,39737.0,353841.0,36.1,3323970.0,2213608.0,164042.0,24373.0,398526.0,286106.0,1126266.0,42978.0,4207,790.1045875921084,475.0945405644455,4.211831033372744
San Francisco,661,27,54702,2158,Oct,2021,37.75,-122.44,119136.0,72041.0,87125.0,38.3,874784.0,392476.0,44930.0,3800.0,300339.0,62702.0,132865.0,161085.0,47,18612.425531914894,246.68946848593484,3.0864762044116034
San Joaquin,1772,126,104305,4650,Oct,2021,37.93,-121.27,68628.0,28928.0,100689.0,34.4,751615.0,387165.0,53116.0,4695.0,119446.0,106196.0,313385.0,5006.0,1391,540.3414809489576,618.667801999694,16.763901731604612
San Luis Obispo,343,20,30433,1382,Oct,2021,35.39,-120.4,77948.0,38686.0,29547.0,39.5,282517.0,233297.0,4865.0,2383.0,10559.0,18720.0,64275.0,1274.0,3301,85.58527718873069,489.17410279735384,7.079220011539128
San Mateo,625,52,54170,1619,Oct,2021,37.42,-122.33,128091.0,64450.0,46923.0,39.8,765623.0,369924.0,18104.0,3917.0,225027.0,57690.0,184490.0,41094.0,448,1708.9799107142858,211.46177687974367,6.791854476681081
Santa Barbara,529,21,45675,1780,Oct,2021,34.65,-120.02,78925.0,38141.0,54621.0,33.8,444895.0,319547.0,8474.0,4941.0,24678.0,43286.0,203207.0,6141.0,2735,162.6672760511883,400.0944042976432,4.720214882163208
Santa Clara,1908,46,147305,4942,Oct,2021,37.23,-121.7,130890.0,59297.0,135771.0,37.2,1924379.0,801381.0,47379.0,9990.0,724855.0,143857.0,482101.0,39110.0,1290,1491.7666666666667,256.81011900462437,2.3903815204801133
Santa Cruz,221,7,21233,806,Oct,2021,37.06,-122.01,89986.0,44278.0,31120.0,38.2,273170.0,195781.0,3472.0,1708.0,13563.0,19184.0,91876.0,2971.0,445,613.8651685393259,295.0543617527547,2.562506863857671
Shasta,364,94,24668,2567,Oct,2021,40.76,-122.04,57139.0,31049.0,26504.0,41.7,179267.0,152586.0,1912.0,4420.0,5772.0,10371.0,18566.0,410.0,3775,47.48794701986755,1431.9422983594304,52.4357522578054
Sierra,0,0,200,55,Oct,2021,39.58,-120.52,52103.0,32533.0,271.0,54.0,2898.0,2722.0,3.0,69.0,0.0,16.0,293.0,4.0,953,3.0409233997901364,1897.8605935127675,0.0
Siskiyou,46,4,4541,352,Oct,2021,41.59,-122.54,47403.0,29381.0,7294.0,47.7,43516.0,36195.0,668.0,1686.0,547.0,3434.0,5605.0,36.0,6278,6.931506849315069,808.8978766430738,9.192021325489476
Solano,350,29,46587,1652,Oct,2021,38.27,-121.94,84638.0,36685.0,39388.0,38.3,444538.0,225258.0,60991.0,2531.0,69169.0,41339.0,119294.0,5671.0,822,540.8004866180048,371.6217736166537,6.523626776563533
Sonoma,406,24,41754,1769,Oct,2021,38.53,-122.89,86173.0,44071.0,43086.0,42.4,496801.0,360200.0,8266.0,4441.0,21239.0,34952.0,134024.0,3926.0,1576,315.2290609137056,356.0781882484133,4.8309081503459135
Stanislaus,1311,95,87405,5169,Oct,2021,37.56,-121,62873.0,27225.0,73072.0,34.3,546235.0,384703.0,16961.0,4738.0,32003.0,47592.0,256424.0,1692.0,1495,365.3745819397993,946.2960081283696,17.391781925361794
Sutter,179,19,14196,762,Oct,2021,39.03,-121.69,63502.0,29495.0,12460.0,35.8,96315.0,61307.0,1894.0,1061.0,15997.0,9518.0,30101.0,404.0,602,159.99169435215947,791.1540258526709,19.72693765249442
Tehama,116,23,9879,1161,Oct,2021,40.13,-122.24,48895.0,29012.0,11922.0,40.6,64176.0,53987.0,420.0,865.0,1090.0,4452.0,16435.0,89.0,2950,21.75457627118644,1809.0875093492893,35.83894290700574
Trinity,11,1,936,115,Oct,2021,40.65,-123.11,41780.0,26228.0,2860.0,52.4,12541.0,10694.0,65.0,722.0,244.0,332.0,933.0,61.0,3179,3.9449512425290973,916.9922653695877,7.973845785822502
Tulare,1002,94,82229,6843,Oct,2021,36.22,-118.8,52534.0,22092.0,99610.0,31.2,463955.0,309798.0,7606.0,5955.0,17310.0,37160.0,301919.0,1120.0,4824,96.1764096185738,1474.9275252987898,20.260585617139593
Tuolumne,90,1,7274,826,Oct,2021,38.03,-119.95,60509.0,35694.0,5564.0,48.7,54147.0,46905.0,1007.0,948.0,753.0,2789.0,6810.0,91.0,2221,24.379558757316524,1525.4769423975474,1.8468243854691857
Ventura,1178,30,101769,2783,Oct,2021,34.44,-119.09,89295.0,39403.0,74449.0,38.5,845599.0,637686.0,15422.0,6990.0,61239.0,71894.0,361648.0,3998.0,1843,458.8166033640803,329.11581021264215,3.547780922162869
Yolo,250,8,20732,1199,Oct,2021,38.68,-121.9,73746.0,36036.0,39197.0,31.1,218774.0,145299.0,5694.0,1420.0,31584.0,21326.0,69341.0,4097.0,1015,215.54088669950738,548.0541563439897,3.656741660343551
Yuba,83,17,10391,801,Oct,2021,39.26,-121.35,59424.0,25774.0,11420.0,33.0,77524.0,56990.0,2632.0,1030.0,5631.0,7561.0,22318.0,175.0,632,122.66455696202532,1033.2284195861926,21.928693049894225
Alameda,1507,88,125167,3374,Nov,2021,37.65,-121.89,104888.0,49883.0,152060.0,37.8,1661584.0,631037.0,171922.0,11037.0,519249.0,130496.0,369546.0,114029.0,739,2248.4221921515564,203.05924948723626,5.296151142524241
Alpine,0,0,108,3,Nov,2021,38.6,-119.82,85750.0,37690.0,139.0,47.6,1159.0,663.0,10.0,360.0,6.0,111.0,183.0,4.0,738,1.570460704607046,258.84383088869714,0.0
Amador,66,2,5790,213,Nov,2021,38.45,-120.66,65187.0,33897.0,2872.0,49.9,39023.0,33040.0,931.0,276.0,375.0,2834.0,5591.0,35.0,595,65.58487394957983,545.83194526305,5.125182584629577
Butte,318,41,25624,1094,Nov,2021,39.67,-121.6,54972.0,30700.0,39676.0,36.9,223344.0,178568.0,3866.0,2628.0,10743.0,15608.0,37585.0,1010.0,1636,136.51833740831296,489.8273515294792,18.35733218711942
Calaveras,88,6,4432,327,Nov,2021,38.21,-120.55,67054.0,33027.0,5177.0,52.8,45828.0,40058.0,450.0,518.0,864.0,2912.0,5710.0,142.0,1020,44.92941176470588,713.5375752814873,13.092432573972244
Colusa,21,2,3264,141,Nov,2021,39.18,-122.23,59427.0,27614.0,2540.0,35.4,21491.0,17012.0,330.0,239.0,201.0,2308.0,12840.0,13.0,1151,18.671589921807126,656.0885952259085,9.306221208878135
Contra Costa,1046,22,103951,2866,Nov,2021,37.92,-121.93,103997.0,50118.0,93021.0,39.9,1147788.0,608789.0,98569.0,5191.0,200159.0,104757.0,295791.0,56093.0,723,1587.5352697095436,249.69767936239097,1.9167302672618984
Del Norte,42,0,3777,133,Nov,2021,41.74,-123.9,49981.0,24361.0,4223.0,40.0,27692.0,20002.0,747.0,1943.0,880.0,2160.0,5552.0,31.0,1006,27.526838966202785,480.2831142568251,0.0
El Dorado,166,12,18363,825,Nov,2021,38.78,-120.52,83710.0,44651.0,16018.0,46.3,190345.0,164552.0,1586.0,1312.0,9111.0,8659.0,24773.0,926.0,1708,111.44320843091334,433.42352044970977,6.304342115632142
Fresno,2259,128,157651,6871,Nov,2021,36.76,-119.65,57109.0,25757.0,202296.0,32.4,990204.0,597574.0,46182.0,11604.0,105302.0,84357.0,528293.0,3740.0,5959,166.16949152542372,693.8974191176768,12.926629260233245
Glenn,36,3,4597,130,Nov,2021,39.6,-122.39,51682.0,23715.0,4201.0,35.9,28060.0,22478.0,218.0,631.0,877.0,886.0,11828.0,24.0,1314,21.354642313546425,463.2929436920884,10.691375623663578
Humboldt,119,7,10242,775,Nov,2021,40.7,-123.88,49235.0,29584.0,26210.0,38.9,136101.0,107151.0,1558.0,6162.0,3948.0,10757.0,16228.0,996.0,3568,38.14489910313901,569.4300556204583,5.143239212055753
Imperial,773,7,38646,2186,Nov,2021,33.04,-115.37,46222.0,18064.0,38408.0,32.5,180580.0,102305.0,4716.0,2111.0,2599.0,19433.0,152880.0,435.0,4177,43.23198467799856,1210.5438033004762,3.8763982722339128
Inyo,46,5,2571,224,Nov,2021,36.51,-117.41,59296.0,33404.0,1745.0,45.3,17930.0,13705.0,96.0,1924.0,279.0,1398.0,4115.0,60.0,10181,1.761123661722817,1249.302844394869,27.886224205242613
Kern,1804,135,157875,8885,Nov,2021,35.34,-118.73,54851.0,23855.0,175902.0,31.9,892458.0,603368.0,48530.0,8462.0,43381.0,75215.0,480700.0,2266.0,8132,109.74643384161338,995.5650574032614,15.126762267804198
Kings,362,25,35130,1415,Nov,2021,36.07,-119.82,61556.0,22919.0,21908.0,32.0,151090.0,95764.0,9820.0,2232.0,5626.0,13228.0,82954.0,149.0,1389,108.77609791216703,936.527897279767,16.546429280561256
Lake,110,4,7053,243,Nov,2021,39.1,-122.75,49254.0,29714.0,11057.0,45.3,64276.0,48712.0,1583.0,2540.0,940.0,3234.0,13667.0,160.0,1256,51.17515923566879,378.0571286327712,6.223162611239032
Lassen,54,9,7484,257,Nov,2021,40.67,-120.59,56971.0,20928.0,2769.0,36.8,30600.0,24181.0,2713.0,794.0,471.0,1345.0,5893.0,26.0,4541,6.73860383175512,839.8692810457517,29.41176470588235
Los Angeles,27184,547,1528586,35416,Nov,2021,34.31,-118.23,71358.0,35685.0,1401656.0,36.7,10040682.0,4795186.0,810286.0,78132.0,1488626.0,729532.0,4851344.0,257977.0,4058,2474.293247905372,352.72504397609646,5.44783710907287
Madera,311,24,26414,1592,Nov,2021,37.22,-119.77,61924.0,23212.0,28062.0,34.1,155925.0,94643.0,4919.0,2503.0,3362.0,11853.0,90958.0,224.0,2137,72.96443612540945,1021.0036876703543,15.392015392015393
Marin,249,2,18548,660,Nov,2021,38.07,-122.72,121671.0,74446.0,17522.0,47.1,259441.0,199068.0,6001.0,673.0,15060.0,17433.0,41737.0,10060.0,520,498.925,254.39309900902322,0.7708881788152219
Mariposa,18,1,1607,207,Nov,2021,37.58,-119.91,50960.0,29882.0,2668.0,51.8,17319.0,15134.0,266.0,392.0,186.0,765.0,2041.0,99.0,1449,11.952380952380953,1195.219123505976,5.774005427565101
Mendocino,99,11,8631,702,Nov,2021,39.44,-123.39,52915.0,30351.0,13929.0,43.4,87110.0,69709.0,424.0,3789.0,1740.0,6565.0,22354.0,67.0,3506,24.845978322875073,805.8776259901274,12.627712088164392
Merced,668,82,45353,1772,Nov,2021,37.19,-120.72,56330.0,23677.0,50124.0,31.2,273661.0,139469.0,8190.0,2885.0,20881.0,16931.0,164836.0,948.0,1935,141.42687338501293,647.5164528376349,29.964079645985365
Modoc,5,0,777,73,Nov,2021,41.59,-120.72,51250.0,25578.0,1537.0,47.6,8853.0,7801.0,123.0,313.0,169.0,201.0,1317.0,0.0,3915,2.261302681992337,824.579238676155,0.0
Mono,4,1,1899,166,Nov,2021,37.94,-118.89,64924.0,37103.0,1720.0,39.5,14395.0,11966.0,81.0,407.0,633.0,641.0,3893.0,1286.0,3049,4.7212200721548045,1153.178186870441,6.946856547412296
Monterey,626,38,51786,1194,Nov,2021,36.22,-121.24,76943.0,32122.0,50052.0,34.7,432977.0,209849.0,11162.0,3072.0,25186.0,29647.0,255512.0,2438.0,3281,131.96494971045414,275.76522540458274,8.776447709693587
Napa,105,4,13433,421,Nov,2021,38.51,-122.33,92219.0,46912.0,10163.0,41.8,138572.0,98614.0,2862.0,961.0,10485.0,9742.0,47300.0,940.0,748,185.2566844919786,303.81318015183444,2.886586034696764
Nevada,105,14,10051,651,Nov,2021,39.3,-120.76,68333.0,41079.0,9345.0,50.5,99417.0,91597.0,410.0,496.0,1108.0,4484.0,9480.0,81.0,958,103.77557411273486,654.8175865294668,14.082098635042296
Orange,5736,141,334626,8380,Nov,2021,33.7,-117.76,94441.0,43049.0,317682.0,38.3,3170345.0,1826960.0,54061.0,15552.0,667534.0,217089.0,1071393.0,27645.0,791,4008.0214917825538,264.3245451204837,4.447465496657304
Placer,470,36,42230,1925,Nov,2021,39.06,-120.72,93677.0,46023.0,27745.0,42.2,391799.0,314938.0,6310.0,2204.0,31938.0,24914.0,55932.0,1830.0,1407,278.4641080312722,491.3233571295486,9.188384860604545
Plumas,7,0,1938,189,Nov,2021,40,-120.84,57233.0,34334.0,2310.0,51.9,18844.0,16679.0,279.0,350.0,232.0,941.0,1749.0,60.0,2553,7.381120250685468,1002.9717682020803,0.0
Riverside,5358,270,387794,12568,Nov,2021,33.74,-115.99,70732.0,29913.0,300424.0,35.8,2437864.0,1358654.0,157908.0,18852.0,164464.0,190963.0,1204521.0,10987.0,7206,338.31029697474327,515.5332701085869,11.075269170060349
Sacramento,2447,121,168543,6335,Nov,2021,38.45,-121.34,70684.0,34078.0,210174.0,36.4,1537948.0,839349.0,148884.0,9505.0,256464.0,140768.0,360204.0,15579.0,965,1593.7284974093263,411.9124963912954,7.86762621363011
San Benito,79,4,7848,288,Nov,2021,36.6,-121.07,85808.0,33841.0,5709.0,35.7,61547.0,45157.0,523.0,527.0,1745.0,7315.0,37015.0,171.0,1389,44.31029517638589,467.93507400848137,6.499098250117796
San Bernardino,5967,190,375026,12518,Nov,2021,34.84,-116.18,65761.0,26402.0,315656.0,33.6,2162532.0,1212480.0,176523.0,18369.0,159917.0,202057.0,1163038.0,11534.0,20057,107.8193149523857,578.858486255926,8.785997155186605
San Diego,4340,127,407479,16008,Nov,2021,33.03,-116.74,82426.0,39737.0,353841.0,36.1,3323970.0,2213608.0,164042.0,24373.0,398526.0,286106.0,1126266.0,42978.0,4207,790.1045875921084,481.59279415879206,3.8207324374167033
San Francisco,672,11,56601,1953,Nov,2021,37.75,-122.44,119136.0,72041.0,87125.0,38.3,874784.0,392476.0,44930.0,3800.0,300339.0,62702.0,132865.0,161085.0,47,18612.425531914894,223.255112119106,1.2574532684639865
San Joaquin,1834,66,107679,3465,Nov,2021,37.93,-121.27,68628.0,28928.0,100689.0,34.4,751615.0,387165.0,53116.0,4695.0,119446.0,106196.0,313385.0,5006.0,1391,540.3414809489576,461.0072976191268,8.781091383221463
San Luis Obispo,360,19,31564,1155,Nov,2021,35.39,-120.4,77948.0,38686.0,29547.0,39.5,282517.0,233297.0,4865.0,2383.0,10559.0,18720.0,64275.0,1274.0,3301,85.58527718873069,408.82495566638465,6.725259010962172
San Mateo,629,4,55662,1524,Nov,2021,37.42,-122.33,128091.0,64450.0,46923.0,39.8,765623.0,369924.0,18104.0,3917.0,225027.0,57690.0,184490.0,41094.0,448,1708.9799107142858,199.05358120119172,0.5224503443600832
Santa Barbara,553,25,47284,1647,Nov,2021,34.65,-120.02,78925.0,38141.0,54621.0,33.8,444895.0,319547.0,8474.0,4941.0,24678.0,43286.0,203207.0,6141.0,2735,162.6672760511883,370.19971004394296,5.619303431146675
Santa Clara,1929,26,152511,5370,Nov,2021,37.23,-121.7,130890.0,59297.0,135771.0,37.2,1924379.0,801381.0,47379.0,9990.0,724855.0,143857.0,482101.0,39110.0,1290,1491.7666666666667,279.0510601082219,1.3510852072278903
Santa Cruz,224,3,22217,1005,Nov,2021,37.06,-122.01,89986.0,44278.0,31120.0,38.2,273170.0,195781.0,3472.0,1708.0,13563.0,19184.0,91876.0,2971.0,445,613.8651685393259,367.90277116813706,1.0982172273675734
Shasta,458,94,26062,1424,Nov,2021,40.76,-122.04,57139.0,31049.0,26504.0,41.7,179267.0,152586.0,1912.0,4420.0,5772.0,10371.0,18566.0,410.0,3775,47.48794701986755,794.3458639905839,52.4357522578054
Sierra,0,0,216,16,Nov,2021,39.58,-120.52,52103.0,32533.0,271.0,54.0,2898.0,2722.0,3.0,69.0,0.0,16.0,293.0,4.0,953,3.0409233997901364,552.1048999309869,0.0
Siskiyou,55,9,4732,193,Nov,2021,41.59,-122.54,47403.0,29381.0,7294.0,47.7,43516.0,36195.0,668.0,1686.0,547.0,3434.0,5605.0,36.0,6278,6.931506849315069,443.5150289548672,20.68204798235132
Solano,358,12,47798,1265,Nov,2021,38.27,-121.94,84638.0,36685.0,39388.0,38.3,444538.0,225258.0,60991.0,2531.0,69169.0,41339.0,119294.0,5671.0,822,540.8004866180048,284.5650990466507,2.6994317696124965
Sonoma,412,6,43277,1577,Nov,2021,38.53,-122.89,86173.0,44071.0,43086.0,42.4,496801.0,360200.0,8266.0,4441.0,21239.0,34952.0,134024.0,3926.0,1576,315.2290609137056,317.43092304564607,1.2077270375864784
Stanislaus,1386,75,90628,3348,Nov,2021,37.56,-121,62873.0,27225.0,73072.0,34.3,546235.0,384703.0,16961.0,4738.0,32003.0,47592.0,256424.0,1692.0,1495,365.3745819397993,612.9230093274872,13.730354151601418
Sutter,186,8,14621,442,Nov,2021,39.03,-121.69,63502.0,29495.0,12460.0,35.8,96315.0,61307.0,1894.0,1061.0,15997.0,9518.0,30101.0,404.0,602,159.99169435215947,458.910865389607,8.306079011576598
Tehama,130,16,10258,404,Nov,2021,40.13,-122.24,48895.0,29012.0,11922.0,40.6,64176.0,53987.0,420.0,865.0,1090.0,4452.0,16435.0,89.0,2950,21.75457627118644,629.5188232361007,24.93143854400399
Trinity,17,6,1020,87,Nov,2021,40.65,-123.11,41780.0,26228.0,2860.0,52.4,12541.0,10694.0,65.0,722.0,244.0,332.0,933.0,61.0,3179,3.9449512425290973,693.7245833665577,47.843074714935014
Tulare,1099,104,85885,3822,Nov,2021,36.22,-118.8,52534.0,22092.0,99610.0,31.2,463955.0,309798.0,7606.0,5955.0,17310.0,37160.0,301919.0,1120.0,4824,96.1764096185738,823.7867896671013,22.415967065771465
Tuolumne,91,1,7769,530,Nov,2021,38.03,-119.95,60509.0,35694.0,5564.0,48.7,54147.0,46905.0,1007.0,948.0,753.0,2789.0,6810.0,91.0,2221,24.379558757316524,978.8169242986684,1.8468243854691857
Ventura,1191,17,104073,2356,Nov,2021,34.44,-119.09,89295.0,39403.0,74449.0,38.5,845599.0,637686.0,15422.0,6990.0,61239.0,71894.0,361648.0,3998.0,1843,458.8166033640803,278.61906175385735,2.010409189225626
Yolo,260,10,21540,860,Nov,2021,38.68,-121.9,73746.0,36036.0,39197.0,31.1,218774.0,145299.0,5694.0,1420.0,31584.0,21326.0,69341.0,4097.0,1015,215.54088669950738,393.09972848693167,4.570927075429438
Yuba,89,7,10774,408,Nov,2021,39.26,-121.35,59424.0,25774.0,11420.0,33.0,77524.0,56990.0,2632.0,1030.0,5631.0,7561.0,22318.0,175.0,632,122.66455696202532,526.2886331974614,9.029461844074094
Alameda,1544,40,137645,12588,Dec,2021,37.65,-121.89,104888.0,49883.0,152060.0,37.8,1661584.0,631037.0,171922.0,11037.0,519249.0,130496.0,369546.0,114029.0,739,2248.4221921515564,757.5903475238086,2.40734142842011
Alpine,0,0,113,5,Dec,2021,38.6,-119.82,85750.0,37690.0,139.0,47.6,1159.0,663.0,10.0,360.0,6.0,111.0,183.0,4.0,738,1.570460704607046,431.40638481449525,0.0
Amador,70,4,6000,217,Dec,2021,38.45,-120.66,65187.0,33897.0,2872.0,49.9,39023.0,33040.0,931.0,276.0,375.0,2834.0,5591.0,35.0,595,65.58487394957983,556.0823104323091,10.250365169259155
Butte,341,27,26834,1256,Dec,2021,39.67,-121.6,54972.0,30700.0,39676.0,36.9,223344.0,178568.0,3866.0,2628.0,10743.0,15608.0,37585.0,1010.0,1636,136.51833740831296,562.361200659073,12.088974854932301
Calaveras,93,5,4739,318,Dec,2021,38.21,-120.55,67054.0,33027.0,5177.0,52.8,45828.0,40058.0,450.0,518.0,864.0,2912.0,5710.0,142.0,1020,44.92941176470588,693.8989264205289,10.910360478310203
Colusa,21,1,3391,130,Dec,2021,39.18,-122.23,59427.0,27614.0,2540.0,35.4,21491.0,17012.0,330.0,239.0,201.0,2308.0,12840.0,13.0,1151,18.671589921807126,604.9043785770788,4.6531106044390675
Contra Costa,1073,27,112934,9103,Dec,2021,37.92,-121.93,103997.0,50118.0,93021.0,39.9,1147788.0,608789.0,98569.0,5191.0,200159.0,104757.0,295791.0,56093.0,723,1587.5352697095436,793.0907101311393,2.352350782548694
Del Norte,43,1,3904,131,Dec,2021,41.74,-123.9,49981.0,24361.0,4223.0,40.0,27692.0,20002.0,747.0,1943.0,880.0,2160.0,5552.0,31.0,1006,27.526838966202785,473.0608117867977,3.6111512350137223
El Dorado,172,6,19601,1261,Dec,2021,38.78,-120.52,83710.0,44651.0,16018.0,46.3,190345.0,164552.0,1586.0,1312.0,9111.0,8659.0,24773.0,926.0,1708,111.44320843091334,662.4812839843443,3.152171057816071
Fresno,2379,125,163921,6403,Dec,2021,36.76,-119.65,57109.0,25757.0,202296.0,32.4,990204.0,597574.0,46182.0,11604.0,105302.0,84357.0,528293.0,3740.0,5959,166.16949152542372,646.634430884949,12.623661386946527
Glenn,39,3,4756,161,Dec,2021,39.6,-122.39,51682.0,23715.0,4201.0,35.9,28060.0,22478.0,218.0,631.0,877.0,886.0,11828.0,24.0,1314,21.354642313546425,573.7704918032787,10.691375623663578
Humboldt,122,3,11274,1072,Dec,2021,40.7,-123.88,49235.0,29584.0,26210.0,38.9,136101.0,107151.0,1558.0,6162.0,3948.0,10757.0,16228.0,996.0,3568,38.14489910313901,787.6503479033953,2.2042453765953223
Imperial,800,27,42356,3823,Dec,2021,33.04,-115.37,46222.0,18064.0,38408.0,32.5,180580.0,102305.0,4716.0,2111.0,2599.0,19433.0,152880.0,435.0,4177,43.23198467799856,2117.0672278214643,14.951821907187949
Inyo,49,3,2775,207,Dec,2021,36.51,-117.41,59296.0,33404.0,1745.0,45.3,17930.0,13705.0,96.0,1924.0,279.0,1398.0,4115.0,60.0,10181,1.761123661722817,1154.489682097044,16.731734523145565
Kern,1918,114,162767,5105,Dec,2021,35.34,-118.73,54851.0,23855.0,175902.0,31.9,892458.0,603368.0,48530.0,8462.0,43381.0,75215.0,480700.0,2266.0,8132,109.74643384161338,572.015713904744,12.7737103594791
Kings,386,23,36462,1374,Dec,2021,36.07,-119.82,61556.0,22919.0,21908.0,32.0,151090.0,95764.0,9820.0,2232.0,5626.0,13228.0,82954.0,149.0,1389,108.77609791216703,909.3917532596465,15.222714938116356
Lake,117,7,7268,221,Dec,2021,39.1,-122.75,49254.0,29714.0,11057.0,45.3,64276.0,48712.0,1583.0,2540.0,940.0,3234.0,13667.0,160.0,1256,51.17515923566879,343.8297342709565,10.890534569668306
Lassen,54,0,7598,119,Dec,2021,40.67,-120.59,56971.0,20928.0,2769.0,36.8,30600.0,24181.0,2713.0,794.0,471.0,1345.0,5893.0,26.0,4541,6.73860383175512,388.88888888888886,0.0
Los Angeles,27637,471,1696582,169450,Dec,2021,34.31,-118.23,71358.0,35685.0,1401656.0,36.7,10040682.0,4795186.0,810286.0,78132.0,1488626.0,729532.0,4851344.0,257977.0,4058,2474.293247905372,1687.6343658727565,4.690916413845195
Madera,324,13,27510,1127,Dec,2021,37.22,-119.77,61924.0,23212.0,28062.0,34.1,155925.0,94643.0,4919.0,2503.0,3362.0,11853.0,90958.0,224.0,2137,72.96443612540945,722.7833894500561,8.337341670675004
